Entity,Code,Date,total_distributed
Wyoming,,2021-02-12,122000
Wyoming,,2021-02-13,122000
Wyoming,,2021-02-14,122200
Wyoming,,2021-02-16,122200
Wyoming,,2021-02-17,127075
Wyoming,,2021-02-18,127075
Wyoming,,2021-02-19,150005
Wyoming,,2021-02-20,150905
Wyoming,,2021-02-21,150905
Wyoming,,2021-02-22,150905
Wyoming,,2021-02-23,167025
Wyoming,,2021-02-24,172465
Wyoming,,2021-02-25,183065
Wyoming,,2021-02-26,194055
Wyoming,,2021-02-27,195855
Wyoming,,2021-02-28,195855
Wyoming,,2021-03-01,195855
Wyoming,,2021-03-02,211415
Wyoming,,2021-03-03,217215
Wyoming,,2021-03-04,224885
