Entity,Code,Date,total_vaccinations
Massachusetts,,2021-01-12,204082
Massachusetts,,2021-01-13,217443
Massachusetts,,2021-01-14,233476
Massachusetts,,2021-01-15,257175
Massachusetts,,2021-01-19,318877
Massachusetts,,2021-01-20,330490
Massachusetts,,2021-01-21,353117
Massachusetts,,2021-01-22,370627
Massachusetts,,2021-01-23,392967
Massachusetts,,2021-01-24,419806
Massachusetts,,2021-01-25,433615
Massachusetts,,2021-01-26,442703
Massachusetts,,2021-01-27,464275
Massachusetts,,2021-01-28,490332
Massachusetts,,2021-01-29,520504
Massachusetts,,2021-01-30,547082
Massachusetts,,2021-01-31,579181
Massachusetts,,2021-02-01,608947
Massachusetts,,2021-02-02,625477
Massachusetts,,2021-02-03,625477
Massachusetts,,2021-02-04,652929
Massachusetts,,2021-02-05,685074
Massachusetts,,2021-02-06,727120
Massachusetts,,2021-02-07,780268
Massachusetts,,2021-02-08,806376
Massachusetts,,2021-02-09,832242
Massachusetts,,2021-02-10,883945
Massachusetts,,2021-02-11,924612
Massachusetts,,2021-02-12,962711
Massachusetts,,2021-02-13,1009560
Massachusetts,,2021-02-14,1085584
Massachusetts,,2021-02-16,1146860
Massachusetts,,2021-02-17,1170398
Massachusetts,,2021-02-18,1214821
Massachusetts,,2021-02-19,1316402
Massachusetts,,2021-02-20,1375439
Massachusetts,,2021-02-21,1426512
Massachusetts,,2021-02-22,1468992
Massachusetts,,2021-02-23,1500077
Massachusetts,,2021-02-24,1533534
Massachusetts,,2021-02-25,1576657
Massachusetts,,2021-02-26,1625459
Massachusetts,,2021-02-27,1684341
Massachusetts,,2021-02-28,1735916
Massachusetts,,2021-03-01,1803528
Massachusetts,,2021-03-02,1837816
Massachusetts,,2021-03-03,1884139
Massachusetts,,2021-03-04,1941018
Massachusetts,,2021-03-05,2005708
Massachusetts,,2021-03-06,2082052
Massachusetts,,2021-03-07,2148356
Massachusetts,,2021-03-08,2199086
Massachusetts,,2021-03-09,2226167
Massachusetts,,2021-03-10,2313916
Massachusetts,,2021-03-11,2376322
Michigan,,2021-01-12,227685
Michigan,,2021-01-13,291519
Michigan,,2021-01-14,327235
Michigan,,2021-01-15,364182
Michigan,,2021-01-19,483592
Michigan,,2021-01-20,508607
Michigan,,2021-01-21,548844
Michigan,,2021-01-22,595454
Michigan,,2021-01-23,652661
Michigan,,2021-01-24,695273
Michigan,,2021-01-25,727437
Michigan,,2021-01-26,742270
Michigan,,2021-01-27,772031
Michigan,,2021-01-28,814416
Michigan,,2021-01-29,866663
Michigan,,2021-01-30,922423
Michigan,,2021-01-31,977030
Michigan,,2021-02-01,1005544
Michigan,,2021-02-02,1015483
Michigan,,2021-02-03,1042268
Michigan,,2021-02-04,1078808
Michigan,,2021-02-05,1134175
Michigan,,2021-02-06,1193181
Michigan,,2021-02-07,1251940
Michigan,,2021-02-08,1282375
Michigan,,2021-02-09,1309883
Michigan,,2021-02-10,1358924
Michigan,,2021-02-11,1412047
Michigan,,2021-02-12,1465627
Michigan,,2021-02-13,1537856
Michigan,,2021-02-14,1604973
Michigan,,2021-02-16,1657007
Michigan,,2021-02-17,1680901
Michigan,,2021-02-18,1718790
Michigan,,2021-02-19,1833886
Michigan,,2021-02-20,1884038
Michigan,,2021-02-21,1933648
Michigan,,2021-02-22,1972201
Michigan,,2021-02-23,1985511
Michigan,,2021-02-24,2044496
Michigan,,2021-02-25,2103114
Michigan,,2021-02-26,2165950
Michigan,,2021-02-27,2245696
Michigan,,2021-02-28,2318415
Michigan,,2021-03-01,2357259
Michigan,,2021-03-02,2389534
Michigan,,2021-03-03,2423899
Michigan,,2021-03-04,2476796
Michigan,,2021-03-05,2555112
Michigan,,2021-03-06,2637353
Michigan,,2021-03-07,2716893
Michigan,,2021-03-08,2765577
Michigan,,2021-03-09,2787289
Michigan,,2021-03-10,2831319
Michigan,,2021-03-11,2899309
Minnesota,,2021-01-12,162240
Minnesota,,2021-01-13,165355
Minnesota,,2021-01-14,179684
Minnesota,,2021-01-15,198253
Minnesota,,2021-01-19,251535
Minnesota,,2021-01-20,252548
Minnesota,,2021-01-21,259417
Minnesota,,2021-01-22,278234
Minnesota,,2021-01-23,305297
Minnesota,,2021-01-24,321180
Minnesota,,2021-01-25,346864
Minnesota,,2021-01-26,360442
Minnesota,,2021-01-27,375395
Minnesota,,2021-01-28,403640
Minnesota,,2021-01-29,440350
Minnesota,,2021-01-30,485850
Minnesota,,2021-01-31,518744
Minnesota,,2021-02-01,546330
Minnesota,,2021-02-02,552701
Minnesota,,2021-02-03,552701
Minnesota,,2021-02-04,634453
Minnesota,,2021-02-05,634453
Minnesota,,2021-02-06,703366
Minnesota,,2021-02-07,729088
Minnesota,,2021-02-08,745290
Minnesota,,2021-02-09,745290
Minnesota,,2021-02-10,745290
Minnesota,,2021-02-11,754262
Minnesota,,2021-02-12,787006
Minnesota,,2021-02-13,831483
Minnesota,,2021-02-14,870743
Minnesota,,2021-02-16,908875
Minnesota,,2021-02-17,925182
Minnesota,,2021-02-18,957275
Minnesota,,2021-02-19,1051784
Minnesota,,2021-02-20,1097316
Minnesota,,2021-02-21,1136840
Minnesota,,2021-02-22,1138309
Minnesota,,2021-02-23,1170259
Minnesota,,2021-02-24,1189101
Minnesota,,2021-02-25,1218799
Minnesota,,2021-02-26,1261762
Minnesota,,2021-02-27,1322288
Minnesota,,2021-02-28,1393985
Minnesota,,2021-03-01,1429631
Minnesota,,2021-03-02,1443875
Minnesota,,2021-03-03,1477533
Minnesota,,2021-03-04,1512877
Minnesota,,2021-03-05,1562547
Minnesota,,2021-03-06,1627997
Minnesota,,2021-03-07,1681447
Minnesota,,2021-03-08,1725656
Minnesota,,2021-03-09,1746992
Minnesota,,2021-03-10,1771967
Minnesota,,2021-03-11,1823592
Mississippi,,2021-01-12,54544
Mississippi,,2021-01-13,61289
Mississippi,,2021-01-14,71848
Mississippi,,2021-01-15,84328
Mississippi,,2021-01-19,113572
Mississippi,,2021-01-20,122586
Mississippi,,2021-01-21,136691
Mississippi,,2021-01-22,150524
Mississippi,,2021-01-23,150524
Mississippi,,2021-01-24,177636
Mississippi,,2021-01-25,180960
Mississippi,,2021-01-26,182013
Mississippi,,2021-01-27,190239
Mississippi,,2021-01-28,201247
Mississippi,,2021-01-29,212748
Mississippi,,2021-01-30,222487
Mississippi,,2021-01-31,236401
Mississippi,,2021-02-01,238859
Mississippi,,2021-02-02,240125
Mississippi,,2021-02-03,250905
Mississippi,,2021-02-04,250905
Mississippi,,2021-02-05,275884
Mississippi,,2021-02-06,300464
Mississippi,,2021-02-07,321032
Mississippi,,2021-02-08,327429
Mississippi,,2021-02-09,329079
Mississippi,,2021-02-10,345507
Mississippi,,2021-02-11,365400
Mississippi,,2021-02-12,386333
Mississippi,,2021-02-13,407723
Mississippi,,2021-02-14,427198
Mississippi,,2021-02-16,438364
Mississippi,,2021-02-17,438364
Mississippi,,2021-02-18,438364
Mississippi,,2021-02-19,474304
Mississippi,,2021-02-20,481424
Mississippi,,2021-02-21,491117
Mississippi,,2021-02-22,499055
Mississippi,,2021-02-23,505655
Mississippi,,2021-02-24,525462
Mississippi,,2021-02-25,525981
Mississippi,,2021-02-26,567276
Mississippi,,2021-02-27,593453
Mississippi,,2021-02-28,619251
Mississippi,,2021-03-01,637116
Mississippi,,2021-03-02,646440
Mississippi,,2021-03-03,665772
Mississippi,,2021-03-04,685610
Mississippi,,2021-03-05,710560
Mississippi,,2021-03-06,736826
Mississippi,,2021-03-07,764699
Mississippi,,2021-03-08,776272
Mississippi,,2021-03-09,780649
Mississippi,,2021-03-10,801306
Mississippi,,2021-03-11,823604
Missouri,,2021-01-12,161784
Missouri,,2021-01-13,161784
Missouri,,2021-01-14,175314
Missouri,,2021-01-15,190447
Missouri,,2021-01-19,236254
Missouri,,2021-01-20,244476
Missouri,,2021-01-21,265382
Missouri,,2021-01-22,285697
Missouri,,2021-01-23,291723
Missouri,,2021-01-24,317737
Missouri,,2021-01-25,335695
Missouri,,2021-01-26,340273
Missouri,,2021-01-27,358150
Missouri,,2021-01-28,382552
Missouri,,2021-01-29,408441
Missouri,,2021-01-30,408441
Missouri,,2021-01-31,444384
Missouri,,2021-02-01,462202
Missouri,,2021-02-02,466406
Missouri,,2021-02-03,482112
Missouri,,2021-02-04,505207
Missouri,,2021-02-05,536188
Missouri,,2021-02-06,583949
Missouri,,2021-02-07,625152
Missouri,,2021-02-08,643439
Missouri,,2021-02-09,646863
Missouri,,2021-02-10,669658
Missouri,,2021-02-11,694992
Missouri,,2021-02-12,717483
Missouri,,2021-02-13,806902
Missouri,,2021-02-14,848026
Missouri,,2021-02-16,878941
Missouri,,2021-02-17,892006
Missouri,,2021-02-18,915475
Missouri,,2021-02-19,1014248
Missouri,,2021-02-20,1042872
Missouri,,2021-02-21,1083721
Missouri,,2021-02-22,1103908
Missouri,,2021-02-23,1110913
Missouri,,2021-02-24,1137233
Missouri,,2021-02-25,1167787
Missouri,,2021-02-26,1213449
Missouri,,2021-02-27,1278087
Missouri,,2021-02-28,1279404
Missouri,,2021-03-01,1375027
Missouri,,2021-03-02,1384067
Missouri,,2021-03-03,1415806
Missouri,,2021-03-04,1458439
Missouri,,2021-03-05,1504236
Missouri,,2021-03-06,1552157
Missouri,,2021-03-07,1600118
Missouri,,2021-03-08,1633864
Missouri,,2021-03-09,1647096
Missouri,,2021-03-10,1685362
Missouri,,2021-03-11,1724580
Montana,,2021-01-12,42083
Montana,,2021-01-13,44063
Montana,,2021-01-14,46620
Montana,,2021-01-15,49364
Montana,,2021-01-19,55893
Montana,,2021-01-20,57220
Montana,,2021-01-21,60389
Montana,,2021-01-22,66348
Montana,,2021-01-23,72544
Montana,,2021-01-24,76590
Montana,,2021-01-25,77356
Montana,,2021-01-26,77748
Montana,,2021-01-27,81169
Montana,,2021-01-28,86213
Montana,,2021-01-29,92589
Montana,,2021-01-30,99272
Montana,,2021-01-31,104525
Montana,,2021-02-01,106145
Montana,,2021-02-02,107324
Montana,,2021-02-03,110374
Montana,,2021-02-04,116148
Montana,,2021-02-05,122536
Montana,,2021-02-06,130883
Montana,,2021-02-07,137765
Montana,,2021-02-08,139273
Montana,,2021-02-09,140124
Montana,,2021-02-10,144343
Montana,,2021-02-11,149339
Montana,,2021-02-12,157695
Montana,,2021-02-13,167360
Montana,,2021-02-14,176810
Montana,,2021-02-16,181665
Montana,,2021-02-17,184579
Montana,,2021-02-18,190070
Montana,,2021-02-19,221225
Montana,,2021-02-20,228890
Montana,,2021-02-21,237099
Montana,,2021-02-22,240814
Montana,,2021-02-23,243015
Montana,,2021-02-24,246626
Montana,,2021-02-25,252295
Montana,,2021-02-26,260990
Montana,,2021-02-27,271075
Montana,,2021-02-28,281422
Montana,,2021-03-01,284679
Montana,,2021-03-02,286163
Montana,,2021-03-03,291572
Montana,,2021-03-04,301007
Montana,,2021-03-05,312296
Montana,,2021-03-06,324102
Montana,,2021-03-07,337005
Montana,,2021-03-08,341554
Montana,,2021-03-09,343597
Montana,,2021-03-10,349631
Montana,,2021-03-11,359446
Nebraska,,2021-01-12,74439
Nebraska,,2021-01-13,79699
Nebraska,,2021-01-14,84920
Nebraska,,2021-01-15,91195
Nebraska,,2021-01-19,103689
Nebraska,,2021-01-20,106283
Nebraska,,2021-01-21,111841
Nebraska,,2021-01-22,118450
Nebraska,,2021-01-23,124069
Nebraska,,2021-01-24,132846
Nebraska,,2021-01-25,134033
Nebraska,,2021-01-26,135131
Nebraska,,2021-01-27,139573
Nebraska,,2021-01-28,150019
Nebraska,,2021-01-29,158370
Nebraska,,2021-01-30,167276
Nebraska,,2021-01-31,177711
Nebraska,,2021-02-01,180917
Nebraska,,2021-02-02,182412
Nebraska,,2021-02-03,188285
Nebraska,,2021-02-04,195126
Nebraska,,2021-02-05,204136
Nebraska,,2021-02-06,218405
Nebraska,,2021-02-07,230874
Nebraska,,2021-02-08,234061
Nebraska,,2021-02-09,235298
Nebraska,,2021-02-10,241067
Nebraska,,2021-02-11,247879
Nebraska,,2021-02-12,259906
Nebraska,,2021-02-13,273950
Nebraska,,2021-02-14,285708
Nebraska,,2021-02-16,290626
Nebraska,,2021-02-17,294904
Nebraska,,2021-02-18,305057
Nebraska,,2021-02-19,347754
Nebraska,,2021-02-20,360582
Nebraska,,2021-02-21,372655
Nebraska,,2021-02-22,380648
Nebraska,,2021-02-23,392756
Nebraska,,2021-02-24,405896
Nebraska,,2021-02-25,422419
Nebraska,,2021-02-26,442310
Nebraska,,2021-02-27,443974
Nebraska,,2021-02-28,474439
Nebraska,,2021-03-01,476315
Nebraska,,2021-03-02,484888
Nebraska,,2021-03-03,497106
Nebraska,,2021-03-04,513497
Nebraska,,2021-03-05,535213
Nebraska,,2021-03-06,536126
Nebraska,,2021-03-07,556061
Nebraska,,2021-03-08,573413
Nebraska,,2021-03-09,594293
Nebraska,,2021-03-10,607373
Nebraska,,2021-03-11,629765
Nevada,,2021-01-12,61653
Nevada,,2021-01-13,61653
Nevada,,2021-01-14,76844
Nevada,,2021-01-15,83674
Nevada,,2021-01-19,102840
Nevada,,2021-01-20,107133
Nevada,,2021-01-21,115991
Nevada,,2021-01-22,126458
Nevada,,2021-01-23,137031
Nevada,,2021-01-24,152203
Nevada,,2021-01-25,159869
Nevada,,2021-01-26,164362
Nevada,,2021-01-27,174367
Nevada,,2021-01-28,194942
Nevada,,2021-01-29,210185
Nevada,,2021-01-30,224192
Nevada,,2021-01-31,241078
Nevada,,2021-02-01,248754
Nevada,,2021-02-02,253174
Nevada,,2021-02-03,279471
Nevada,,2021-02-04,291601
Nevada,,2021-02-05,304323
Nevada,,2021-02-06,322252
Nevada,,2021-02-07,334073
Nevada,,2021-02-08,346685
Nevada,,2021-02-09,351531
Nevada,,2021-02-10,366333
Nevada,,2021-02-11,379077
Nevada,,2021-02-12,394172
Nevada,,2021-02-13,411057
Nevada,,2021-02-14,428423
Nevada,,2021-02-16,446800
Nevada,,2021-02-17,453012
Nevada,,2021-02-18,466981
Nevada,,2021-02-19,522332
Nevada,,2021-02-20,555742
Nevada,,2021-02-21,569810
Nevada,,2021-02-22,586518
Nevada,,2021-02-23,598423
Nevada,,2021-02-24,606821
Nevada,,2021-02-25,622189
Nevada,,2021-02-26,642562
Nevada,,2021-02-27,665577
Nevada,,2021-02-28,685692
Nevada,,2021-03-01,715121
Nevada,,2021-03-02,723182
Nevada,,2021-03-03,733953
Nevada,,2021-03-04,750160
Nevada,,2021-03-05,773285
Nevada,,2021-03-06,800030
Nevada,,2021-03-07,829262
Nevada,,2021-03-08,855890
Nevada,,2021-03-09,864967
Nevada,,2021-03-10,878645
Nevada,,2021-03-11,904504
New Hampshire,,2021-01-12,50613
New Hampshire,,2021-01-13,55218
New Hampshire,,2021-01-14,58711
New Hampshire,,2021-01-15,62517
New Hampshire,,2021-01-19,71556
New Hampshire,,2021-01-20,75418
New Hampshire,,2021-01-21,80639
New Hampshire,,2021-01-22,85595
New Hampshire,,2021-01-23,89816
New Hampshire,,2021-01-24,93338
New Hampshire,,2021-01-25,94623
New Hampshire,,2021-01-26,97002
New Hampshire,,2021-01-27,103080
New Hampshire,,2021-01-28,110451
New Hampshire,,2021-01-29,117408
New Hampshire,,2021-01-30,123740
New Hampshire,,2021-01-31,128313
New Hampshire,,2021-02-01,130515
New Hampshire,,2021-02-02,135799
New Hampshire,,2021-02-03,138271
New Hampshire,,2021-02-04,145086
New Hampshire,,2021-02-05,153145
New Hampshire,,2021-02-06,161178
New Hampshire,,2021-02-07,165887
New Hampshire,,2021-02-08,166603
New Hampshire,,2021-02-09,168727
New Hampshire,,2021-02-10,176192
New Hampshire,,2021-02-11,184103
New Hampshire,,2021-02-12,191114
New Hampshire,,2021-02-13,200675
New Hampshire,,2021-02-14,208541
New Hampshire,,2021-02-16,216649
New Hampshire,,2021-02-17,218316
New Hampshire,,2021-02-18,226863
New Hampshire,,2021-02-19,241386
New Hampshire,,2021-02-20,250296
New Hampshire,,2021-02-21,260809
New Hampshire,,2021-02-22,267893
New Hampshire,,2021-02-23,274267
New Hampshire,,2021-02-24,282235
New Hampshire,,2021-02-25,291248
New Hampshire,,2021-02-26,299874
New Hampshire,,2021-02-27,310769
New Hampshire,,2021-02-28,321602
New Hampshire,,2021-03-01,324806
New Hampshire,,2021-03-02,330538
New Hampshire,,2021-03-03,339484
New Hampshire,,2021-03-04,349825
New Hampshire,,2021-03-05,358497
New Hampshire,,2021-03-06,371111
New Hampshire,,2021-03-07,382103
New Hampshire,,2021-03-08,385485
New Hampshire,,2021-03-09,393931
New Hampshire,,2021-03-10,405366
New Hampshire,,2021-03-11,418658
New Jersey,,2021-01-12,221045
New Jersey,,2021-01-13,262982
New Jersey,,2021-01-14,263422
New Jersey,,2021-01-15,317070
New Jersey,,2021-01-19,400148
New Jersey,,2021-01-20,432220
New Jersey,,2021-01-21,432220
New Jersey,,2021-01-22,464363
New Jersey,,2021-01-23,500889
New Jersey,,2021-01-24,535625
New Jersey,,2021-01-25,563141
New Jersey,,2021-01-26,575733
New Jersey,,2021-01-27,611862
New Jersey,,2021-01-28,648215
New Jersey,,2021-01-29,727426
New Jersey,,2021-01-30,768944
New Jersey,,2021-01-31,795440
New Jersey,,2021-02-01,810293
New Jersey,,2021-02-02,836584
New Jersey,,2021-02-03,851721
New Jersey,,2021-02-04,851721
New Jersey,,2021-02-05,884736
New Jersey,,2021-02-06,1041289
New Jersey,,2021-02-07,1074805
New Jersey,,2021-02-08,1094886
New Jersey,,2021-02-09,1096789
New Jersey,,2021-02-10,1148733
New Jersey,,2021-02-11,1196677
New Jersey,,2021-02-12,1252742
New Jersey,,2021-02-13,1309703
New Jersey,,2021-02-14,1349327
New Jersey,,2021-02-16,1427336
New Jersey,,2021-02-17,1480413
New Jersey,,2021-02-18,1542174
New Jersey,,2021-02-19,1604448
New Jersey,,2021-02-20,1648599
New Jersey,,2021-02-21,1689031
New Jersey,,2021-02-22,1711610
New Jersey,,2021-02-23,1759059
New Jersey,,2021-02-24,1803596
New Jersey,,2021-02-25,1866378
New Jersey,,2021-02-26,1943116
New Jersey,,2021-02-27,2008524
New Jersey,,2021-02-28,2065666
New Jersey,,2021-03-01,2096498
New Jersey,,2021-03-02,2187330
New Jersey,,2021-03-03,2249861
New Jersey,,2021-03-04,2325257
New Jersey,,2021-03-05,2403077
New Jersey,,2021-03-06,2478696
New Jersey,,2021-03-07,2534361
New Jersey,,2021-03-08,2571874
New Jersey,,2021-03-09,2639438
New Jersey,,2021-03-10,2714949
New Jersey,,2021-03-11,2834934
New Mexico,,2021-01-12,78235
New Mexico,,2021-01-13,81855
New Mexico,,2021-01-14,89415
New Mexico,,2021-01-15,99305
New Mexico,,2021-01-19,138150
New Mexico,,2021-01-20,143302
New Mexico,,2021-01-21,152465
New Mexico,,2021-01-22,162045
New Mexico,,2021-01-23,184698
New Mexico,,2021-01-24,200141
New Mexico,,2021-01-25,204670
New Mexico,,2021-01-26,210136
New Mexico,,2021-01-27,217075
New Mexico,,2021-01-28,224692
New Mexico,,2021-01-29,238755
New Mexico,,2021-01-30,248321
New Mexico,,2021-01-31,264147
New Mexico,,2021-02-01,275224
New Mexico,,2021-02-02,277617
New Mexico,,2021-02-03,284830
New Mexico,,2021-02-04,294566
New Mexico,,2021-02-05,306945
New Mexico,,2021-02-06,322611
New Mexico,,2021-02-07,331793
New Mexico,,2021-02-08,342786
New Mexico,,2021-02-09,346064
New Mexico,,2021-02-10,354627
New Mexico,,2021-02-11,369864
New Mexico,,2021-02-12,388806
New Mexico,,2021-02-13,399911
New Mexico,,2021-02-14,419882
New Mexico,,2021-02-16,443359
New Mexico,,2021-02-17,447379
New Mexico,,2021-02-18,456034
New Mexico,,2021-02-19,562580
New Mexico,,2021-02-20,578916
New Mexico,,2021-02-21,595951
New Mexico,,2021-02-22,604732
New Mexico,,2021-02-23,612496
New Mexico,,2021-02-24,618666
New Mexico,,2021-02-25,634845
New Mexico,,2021-02-26,657118
New Mexico,,2021-02-27,678087
New Mexico,,2021-02-28,705538
New Mexico,,2021-03-01,711612
New Mexico,,2021-03-02,721489
New Mexico,,2021-03-03,735930
New Mexico,,2021-03-04,743904
New Mexico,,2021-03-05,765965
New Mexico,,2021-03-06,801111
New Mexico,,2021-03-07,814029
New Mexico,,2021-03-08,833881
New Mexico,,2021-03-09,839018
New Mexico,,2021-03-10,840633
New Mexico,,2021-03-11,867690
New York State,,2021-01-12,579532
New York State,,2021-01-13,632473
New York State,,2021-01-14,688576
New York State,,2021-01-15,757466
New York State,,2021-01-19,1000319
New York State,,2021-01-20,1046490
New York State,,2021-01-21,1116441
New York State,,2021-01-22,1203994
New York State,,2021-01-23,1282515
New York State,,2021-01-24,1365404
New York State,,2021-01-25,1418313
New York State,,2021-01-26,1453972
New York State,,2021-01-27,1518697
New York State,,2021-01-28,1630504
New York State,,2021-01-29,1703218
New York State,,2021-01-30,1791935
New York State,,2021-01-31,1875462
New York State,,2021-02-01,1927665
New York State,,2021-02-02,1966446
New York State,,2021-02-03,2003170
New York State,,2021-02-04,2060301
New York State,,2021-02-05,2132305
New York State,,2021-02-06,2225316
New York State,,2021-02-07,2336867
New York State,,2021-02-08,2418074
New York State,,2021-02-09,2441693
New York State,,2021-02-10,2535824
New York State,,2021-02-11,2620734
New York State,,2021-02-12,2712546
New York State,,2021-02-13,2821335
New York State,,2021-02-14,2925186
New York State,,2021-02-16,3110432
New York State,,2021-02-17,3178252
New York State,,2021-02-18,3253874
New York State,,2021-02-19,3447521
New York State,,2021-02-20,3535997
New York State,,2021-02-21,3621973
New York State,,2021-02-22,3711664
New York State,,2021-02-23,3772702
New York State,,2021-02-24,3821059
New York State,,2021-02-25,3879303
New York State,,2021-02-26,3955191
New York State,,2021-02-27,4060431
New York State,,2021-02-28,4225250
New York State,,2021-03-01,4355544
New York State,,2021-03-02,4495821
New York State,,2021-03-03,4607571
New York State,,2021-03-04,4730809
New York State,,2021-03-05,4864621
New York State,,2021-03-06,5042187
New York State,,2021-03-07,5237597
New York State,,2021-03-08,5416301
New York State,,2021-03-09,5525344
New York State,,2021-03-10,5691711
New York State,,2021-03-11,5840907
North Carolina,,2021-01-12,211610
North Carolina,,2021-01-13,266938
North Carolina,,2021-01-14,268212
North Carolina,,2021-01-15,302824
North Carolina,,2021-01-19,400779
North Carolina,,2021-01-20,427480
North Carolina,,2021-01-21,473282
North Carolina,,2021-01-22,524914
North Carolina,,2021-01-23,577007
North Carolina,,2021-01-24,636439
North Carolina,,2021-01-25,676037
North Carolina,,2021-01-26,699722
North Carolina,,2021-01-27,716748
North Carolina,,2021-01-28,849801
North Carolina,,2021-01-29,851223
North Carolina,,2021-01-30,898736
North Carolina,,2021-01-31,951657
North Carolina,,2021-02-01,975743
North Carolina,,2021-02-02,976153
North Carolina,,2021-02-03,1026683
North Carolina,,2021-02-04,1063474
North Carolina,,2021-02-05,1110074
North Carolina,,2021-02-06,1171240
North Carolina,,2021-02-07,1242541
North Carolina,,2021-02-08,1274361
North Carolina,,2021-02-09,1287493
North Carolina,,2021-02-10,1336079
North Carolina,,2021-02-11,1382652
North Carolina,,2021-02-12,1447413
North Carolina,,2021-02-13,1523425
North Carolina,,2021-02-14,1617435
North Carolina,,2021-02-16,1684845
North Carolina,,2021-02-17,1734825
North Carolina,,2021-02-18,1782267
North Carolina,,2021-02-19,1959215
North Carolina,,2021-02-20,2008811
North Carolina,,2021-02-21,2068505
North Carolina,,2021-02-22,2105120
North Carolina,,2021-02-23,2118218
North Carolina,,2021-02-24,2164489
North Carolina,,2021-02-25,2210412
North Carolina,,2021-02-26,2284698
North Carolina,,2021-02-27,2366027
North Carolina,,2021-02-28,2467755
North Carolina,,2021-03-01,2525579
North Carolina,,2021-03-02,2545103
North Carolina,,2021-03-03,2606912
North Carolina,,2021-03-04,2661523
North Carolina,,2021-03-05,2680413
North Carolina,,2021-03-06,2760801
North Carolina,,2021-03-07,2830672
North Carolina,,2021-03-08,2881950
North Carolina,,2021-03-09,2909142
North Carolina,,2021-03-10,2979031
North Carolina,,2021-03-11,3048105
North Dakota,,2021-01-12,39479
North Dakota,,2021-01-13,40728
North Dakota,,2021-01-14,42774
North Dakota,,2021-01-15,46410
North Dakota,,2021-01-19,56608
North Dakota,,2021-01-20,57657
North Dakota,,2021-01-21,59245
North Dakota,,2021-01-22,64105
North Dakota,,2021-01-23,68999
North Dakota,,2021-01-24,73175
North Dakota,,2021-01-25,75242
North Dakota,,2021-01-26,75457
North Dakota,,2021-01-27,77230
North Dakota,,2021-01-28,80051
North Dakota,,2021-01-29,86175
North Dakota,,2021-01-30,91585
North Dakota,,2021-01-31,97915
North Dakota,,2021-02-01,99481
North Dakota,,2021-02-02,99990
North Dakota,,2021-02-03,103572
North Dakota,,2021-02-04,106900
North Dakota,,2021-02-05,112827
North Dakota,,2021-02-06,120742
North Dakota,,2021-02-07,126822
North Dakota,,2021-02-08,129780
North Dakota,,2021-02-09,129780
North Dakota,,2021-02-10,130019
North Dakota,,2021-02-11,133616
North Dakota,,2021-02-12,139392
North Dakota,,2021-02-13,144179
North Dakota,,2021-02-14,148916
North Dakota,,2021-02-16,153427
North Dakota,,2021-02-17,154087
North Dakota,,2021-02-18,156751
North Dakota,,2021-02-19,182325
North Dakota,,2021-02-20,188496
North Dakota,,2021-02-21,194406
North Dakota,,2021-02-22,196365
North Dakota,,2021-02-23,196576
North Dakota,,2021-02-24,199813
North Dakota,,2021-02-25,203911
North Dakota,,2021-02-26,212625
North Dakota,,2021-02-27,225330
North Dakota,,2021-02-28,234209
North Dakota,,2021-03-01,238585
North Dakota,,2021-03-02,238848
North Dakota,,2021-03-03,241181
North Dakota,,2021-03-04,246289
North Dakota,,2021-03-05,255282
North Dakota,,2021-03-06,264133
North Dakota,,2021-03-07,272721
North Dakota,,2021-03-08,275989
North Dakota,,2021-03-09,277845
North Dakota,,2021-03-10,280757
North Dakota,,2021-03-11,286495
Northern Mariana Islands,MNP,2021-01-12,3722
Northern Mariana Islands,MNP,2021-01-13,4141
Northern Mariana Islands,MNP,2021-01-14,4598
Northern Mariana Islands,MNP,2021-01-15,4909
Northern Mariana Islands,MNP,2021-01-19,6372
Northern Mariana Islands,MNP,2021-01-20,6791
Northern Mariana Islands,MNP,2021-01-21,7309
Northern Mariana Islands,MNP,2021-01-22,7720
Northern Mariana Islands,MNP,2021-01-23,8039
Northern Mariana Islands,MNP,2021-01-24,8390
Northern Mariana Islands,MNP,2021-01-25,8495
Northern Mariana Islands,MNP,2021-01-26,8738
Northern Mariana Islands,MNP,2021-01-27,9026
Northern Mariana Islands,MNP,2021-01-28,9251
Northern Mariana Islands,MNP,2021-01-29,9548
Northern Mariana Islands,MNP,2021-01-30,9733
Northern Mariana Islands,MNP,2021-01-31,10050
Northern Mariana Islands,MNP,2021-02-01,10148
Northern Mariana Islands,MNP,2021-02-02,10407
Northern Mariana Islands,MNP,2021-02-03,10655
Northern Mariana Islands,MNP,2021-02-04,10966
Northern Mariana Islands,MNP,2021-02-05,11332
Northern Mariana Islands,MNP,2021-02-06,11697
Northern Mariana Islands,MNP,2021-02-07,11889
Northern Mariana Islands,MNP,2021-02-08,11915
Northern Mariana Islands,MNP,2021-02-09,12264
Northern Mariana Islands,MNP,2021-02-10,12530
Northern Mariana Islands,MNP,2021-02-11,12728
Northern Mariana Islands,MNP,2021-02-12,12971
Northern Mariana Islands,MNP,2021-02-13,13394
Northern Mariana Islands,MNP,2021-02-14,13754
Northern Mariana Islands,MNP,2021-02-16,14419
Northern Mariana Islands,MNP,2021-02-17,14743
Northern Mariana Islands,MNP,2021-02-18,15112
Northern Mariana Islands,MNP,2021-02-19,15525
Northern Mariana Islands,MNP,2021-02-20,15525
Northern Mariana Islands,MNP,2021-02-21,15922
