Entity,Code,Date,people_fully_vaccinated_per_hundred
Oregon,,2021-01-23,0.9
Oregon,,2021-01-24,0.96
Oregon,,2021-01-25,1.01
Oregon,,2021-01-26,1.04
Oregon,,2021-01-27,1.14
Oregon,,2021-01-28,1.27
Oregon,,2021-01-29,1.39
Oregon,,2021-01-30,1.57
Oregon,,2021-01-31,1.78
Oregon,,2021-02-01,1.88
Oregon,,2021-02-02,1.99
Oregon,,2021-02-03,2.16
Oregon,,2021-02-04,2.38
Oregon,,2021-02-05,2.54
Oregon,,2021-02-06,2.81
Oregon,,2021-02-07,3.1
Oregon,,2021-02-08,3.31
Oregon,,2021-02-09,3.45
Oregon,,2021-02-10,3.61
Oregon,,2021-02-11,3.61
Oregon,,2021-02-12,3.61
Oregon,,2021-02-13,4.31
Oregon,,2021-02-14,4.58
Oregon,,2021-02-16,4.73
Oregon,,2021-02-17,4.81
Oregon,,2021-02-18,4.98
Oregon,,2021-02-19,5.55
Oregon,,2021-02-20,5.91
Oregon,,2021-02-21,6.3
Oregon,,2021-02-22,6.63
Oregon,,2021-02-23,6.93
Oregon,,2021-02-24,6.93
Oregon,,2021-02-25,7.24
Oregon,,2021-02-26,7.72
Oregon,,2021-02-27,8.02
Oregon,,2021-02-28,8.44
Oregon,,2021-03-01,8.7
Oregon,,2021-03-02,8.84
Oregon,,2021-03-03,8.95
Oregon,,2021-03-04,9.21
Oregon,,2021-03-05,9.5
Oregon,,2021-03-06,9.78
Pennsylvania,,2021-01-12,0.08
Pennsylvania,,2021-01-13,0.14
Pennsylvania,,2021-01-15,0.52
Pennsylvania,,2021-01-19,0.62
Pennsylvania,,2021-01-20,0.67
Pennsylvania,,2021-01-21,0.75
Pennsylvania,,2021-01-22,0.88
Pennsylvania,,2021-01-23,0.96
Pennsylvania,,2021-01-24,1.03
Pennsylvania,,2021-01-25,1.06
Pennsylvania,,2021-01-26,1.1
Pennsylvania,,2021-01-27,1.23
Pennsylvania,,2021-01-28,1.24
Pennsylvania,,2021-01-29,1.51
Pennsylvania,,2021-01-30,1.64
Pennsylvania,,2021-01-31,1.75
Pennsylvania,,2021-02-01,1.81
Pennsylvania,,2021-02-02,1.85
Pennsylvania,,2021-02-03,1.86
Pennsylvania,,2021-02-04,2.01
Pennsylvania,,2021-02-05,2.15
Pennsylvania,,2021-02-06,2.33
Pennsylvania,,2021-02-07,2.51
Pennsylvania,,2021-02-08,2.57
Pennsylvania,,2021-02-09,2.66
Pennsylvania,,2021-02-10,2.79
Pennsylvania,,2021-02-11,2.92
Pennsylvania,,2021-02-12,3.12
Pennsylvania,,2021-02-13,3.16
Pennsylvania,,2021-02-14,3.54
Pennsylvania,,2021-02-16,3.57
Pennsylvania,,2021-02-17,3.9
Pennsylvania,,2021-02-18,4.05
Pennsylvania,,2021-02-19,4.51
Pennsylvania,,2021-02-20,4.66
Pennsylvania,,2021-02-21,4.94
Pennsylvania,,2021-02-22,5.09
Pennsylvania,,2021-02-23,5.19
Pennsylvania,,2021-02-24,5.36
Pennsylvania,,2021-02-25,5.59
Pennsylvania,,2021-02-26,5.86
Pennsylvania,,2021-02-27,6.23
Pennsylvania,,2021-02-28,6.48
Pennsylvania,,2021-03-01,6.79
Pennsylvania,,2021-03-02,6.92
Pennsylvania,,2021-03-03,7.12
Pennsylvania,,2021-03-04,7.4
Pennsylvania,,2021-03-05,7.69
Pennsylvania,,2021-03-06,8.05
Puerto Rico,PRI,2021-01-12,0.24
Puerto Rico,PRI,2021-01-13,0.36
Puerto Rico,PRI,2021-01-15,0.51
Puerto Rico,PRI,2021-01-19,0.67
Puerto Rico,PRI,2021-01-20,0.73
Puerto Rico,PRI,2021-01-21,0.83
Puerto Rico,PRI,2021-01-22,1.01
Puerto Rico,PRI,2021-01-23,1.12
Puerto Rico,PRI,2021-01-24,1.22
Puerto Rico,PRI,2021-01-25,1.23
Puerto Rico,PRI,2021-01-26,1.24
Puerto Rico,PRI,2021-01-27,1.33
Puerto Rico,PRI,2021-01-28,1.41
Puerto Rico,PRI,2021-01-29,1.51
Puerto Rico,PRI,2021-01-30,1.6
Puerto Rico,PRI,2021-01-31,1.7
Puerto Rico,PRI,2021-02-01,1.72
Puerto Rico,PRI,2021-02-02,1.72
Puerto Rico,PRI,2021-02-03,1.85
Puerto Rico,PRI,2021-02-04,1.95
Puerto Rico,PRI,2021-02-05,2.04
Puerto Rico,PRI,2021-02-06,2.17
Puerto Rico,PRI,2021-02-07,2.17
Puerto Rico,PRI,2021-02-08,2.17
Puerto Rico,PRI,2021-02-09,2.37
Puerto Rico,PRI,2021-02-10,2.53
Puerto Rico,PRI,2021-02-11,2.71
Puerto Rico,PRI,2021-02-12,2.71
Puerto Rico,PRI,2021-02-13,3.22
Puerto Rico,PRI,2021-02-14,3.41
Puerto Rico,PRI,2021-02-16,3.48
Puerto Rico,PRI,2021-02-17,3.54
Puerto Rico,PRI,2021-02-18,3.83
Puerto Rico,PRI,2021-02-19,4.36
Puerto Rico,PRI,2021-02-20,4.63
Puerto Rico,PRI,2021-02-21,4.84
Puerto Rico,PRI,2021-02-22,4.84
Puerto Rico,PRI,2021-02-23,4.91
Puerto Rico,PRI,2021-02-24,5.15
Puerto Rico,PRI,2021-02-25,5.39
Puerto Rico,PRI,2021-02-26,5.84
Puerto Rico,PRI,2021-02-27,5.87
Puerto Rico,PRI,2021-02-28,6.1
Puerto Rico,PRI,2021-03-01,6.15
Puerto Rico,PRI,2021-03-02,6.15
Puerto Rico,PRI,2021-03-03,6.35
Puerto Rico,PRI,2021-03-04,6.78
Puerto Rico,PRI,2021-03-05,6.79
Puerto Rico,PRI,2021-03-06,6.98
Republic of Palau,,2021-01-15,0.01
Republic of Palau,,2021-01-19,0.01
Republic of Palau,,2021-01-20,0.01
Republic of Palau,,2021-01-21,0.01
Republic of Palau,,2021-01-22,0.01
Republic of Palau,,2021-01-23,0.01
Republic of Palau,,2021-01-24,0.01
Republic of Palau,,2021-01-25,0.01
Republic of Palau,,2021-01-26,0.01
Republic of Palau,,2021-01-29,0.01
Republic of Palau,,2021-01-30,0.01
Republic of Palau,,2021-01-31,0.01
Republic of Palau,,2021-02-01,0.01
Republic of Palau,,2021-02-02,0.35
Republic of Palau,,2021-02-03,0.66
Republic of Palau,,2021-02-04,0.66
Republic of Palau,,2021-02-05,1.4
Republic of Palau,,2021-02-06,1.4
Republic of Palau,,2021-02-07,2
Republic of Palau,,2021-02-08,2
Republic of Palau,,2021-02-09,2
Republic of Palau,,2021-02-10,2.33
Republic of Palau,,2021-02-11,4.03
Republic of Palau,,2021-02-12,4.26
Republic of Palau,,2021-02-13,6.16
Republic of Palau,,2021-02-14,6.77
Republic of Palau,,2021-02-16,8.74
Republic of Palau,,2021-02-17,10.6
Republic of Palau,,2021-02-18,10.98
Republic of Palau,,2021-02-19,13.29
Republic of Palau,,2021-02-20,13.3
Republic of Palau,,2021-02-21,14.88
Republic of Palau,,2021-02-22,14.88
Republic of Palau,,2021-02-23,16.86
Republic of Palau,,2021-02-24,16.86
Republic of Palau,,2021-02-25,16.91
Republic of Palau,,2021-02-26,17.09
Republic of Palau,,2021-02-27,17.09
Republic of Palau,,2021-02-28,17.31
Republic of Palau,,2021-03-01,17.31
Republic of Palau,,2021-03-02,17.31
Republic of Palau,,2021-03-03,17.31
Republic of Palau,,2021-03-04,17.31
Republic of Palau,,2021-03-05,17.31
Republic of Palau,,2021-03-06,17.31
Rhode Island,,2021-01-12,0.39
Rhode Island,,2021-01-13,0.52
Rhode Island,,2021-01-15,0.77
Rhode Island,,2021-01-19,0.94
Rhode Island,,2021-01-20,1.01
Rhode Island,,2021-01-21,1.05
Rhode Island,,2021-01-22,1.14
Rhode Island,,2021-01-23,1.19
Rhode Island,,2021-01-24,1.25
Rhode Island,,2021-01-25,1.29
Rhode Island,,2021-01-26,1.34
Rhode Island,,2021-01-27,1.55
Rhode Island,,2021-01-28,1.75
Rhode Island,,2021-01-29,1.92
Rhode Island,,2021-01-30,2.11
Rhode Island,,2021-01-31,2.21
Rhode Island,,2021-02-01,2.4
Rhode Island,,2021-02-02,2.46
Rhode Island,,2021-02-03,2.55
Rhode Island,,2021-02-04,2.63
Rhode Island,,2021-02-05,2.74
Rhode Island,,2021-02-06,2.9
Rhode Island,,2021-02-07,3.18
Rhode Island,,2021-02-08,3.34
Rhode Island,,2021-02-09,3.38
Rhode Island,,2021-02-10,3.5
Rhode Island,,2021-02-11,3.6
Rhode Island,,2021-02-12,3.78
Rhode Island,,2021-02-13,3.93
Rhode Island,,2021-02-14,4.13
Rhode Island,,2021-02-16,4.39
Rhode Island,,2021-02-17,4.54
Rhode Island,,2021-02-18,4.88
Rhode Island,,2021-02-19,5.39
Rhode Island,,2021-02-20,5.62
Rhode Island,,2021-02-21,5.82
Rhode Island,,2021-02-22,5.99
Rhode Island,,2021-02-23,6.08
Rhode Island,,2021-02-24,6.2
Rhode Island,,2021-02-25,6.33
Rhode Island,,2021-02-26,6.46
Rhode Island,,2021-02-27,6.67
Rhode Island,,2021-02-28,7.05
Rhode Island,,2021-03-01,7.41
Rhode Island,,2021-03-02,7.57
Rhode Island,,2021-03-03,7.74
Rhode Island,,2021-03-04,7.88
Rhode Island,,2021-03-05,8.14
Rhode Island,,2021-03-06,8.41
South Carolina,,2021-01-12,0.08
South Carolina,,2021-01-13,0.24
South Carolina,,2021-01-15,0.38
South Carolina,,2021-01-19,0.59
South Carolina,,2021-01-20,0.6
South Carolina,,2021-01-21,0.67
South Carolina,,2021-01-22,0.74
South Carolina,,2021-01-23,0.79
South Carolina,,2021-01-24,0.85
South Carolina,,2021-01-25,0.92
South Carolina,,2021-01-26,0.94
South Carolina,,2021-01-27,0.97
South Carolina,,2021-01-28,1.07
South Carolina,,2021-01-29,1.18
South Carolina,,2021-01-30,1.29
South Carolina,,2021-01-31,1.45
South Carolina,,2021-02-01,1.56
South Carolina,,2021-02-02,1.58
South Carolina,,2021-02-03,1.63
South Carolina,,2021-02-04,1.75
South Carolina,,2021-02-05,1.87
South Carolina,,2021-02-06,2.01
South Carolina,,2021-02-07,2.2
South Carolina,,2021-02-08,2.32
South Carolina,,2021-02-09,2.32
South Carolina,,2021-02-10,2.46
South Carolina,,2021-02-11,2.6
South Carolina,,2021-02-12,2.74
South Carolina,,2021-02-13,2.97
South Carolina,,2021-02-14,3.26
South Carolina,,2021-02-16,3.56
South Carolina,,2021-02-17,3.71
South Carolina,,2021-02-18,3.92
South Carolina,,2021-02-19,4.33
South Carolina,,2021-02-20,4.61
South Carolina,,2021-02-21,4.95
South Carolina,,2021-02-22,5.15
South Carolina,,2021-02-23,5.22
South Carolina,,2021-02-24,5.42
South Carolina,,2021-02-25,5.68
South Carolina,,2021-02-26,5.94
South Carolina,,2021-02-27,6.26
South Carolina,,2021-02-28,6.56
South Carolina,,2021-03-01,6.78
South Carolina,,2021-03-02,6.82
South Carolina,,2021-03-03,7.16
South Carolina,,2021-03-04,7.83
South Carolina,,2021-03-05,8.09
South Carolina,,2021-03-06,8.65
South Dakota,,2021-01-12,0.83
South Dakota,,2021-01-13,0.9
South Dakota,,2021-01-15,1.09
South Dakota,,2021-01-19,1.1
South Dakota,,2021-01-20,1.12
South Dakota,,2021-01-21,1.22
South Dakota,,2021-01-22,1.56
South Dakota,,2021-01-23,1.83
South Dakota,,2021-01-24,1.96
South Dakota,,2021-01-25,2.09
South Dakota,,2021-01-26,2.12
South Dakota,,2021-01-27,2.48
South Dakota,,2021-01-28,2.77
South Dakota,,2021-01-29,3.01
South Dakota,,2021-01-30,3.23
South Dakota,,2021-01-31,3.32
South Dakota,,2021-02-01,3.45
South Dakota,,2021-02-02,3.48
South Dakota,,2021-02-03,3.6
South Dakota,,2021-02-04,3.83
South Dakota,,2021-02-05,4.02
South Dakota,,2021-02-06,4.37
South Dakota,,2021-02-07,4.49
South Dakota,,2021-02-08,4.56
South Dakota,,2021-02-09,4.57
South Dakota,,2021-02-10,4.7
South Dakota,,2021-02-11,4.95
South Dakota,,2021-02-12,5.14
South Dakota,,2021-02-13,5.5
South Dakota,,2021-02-14,5.68
South Dakota,,2021-02-16,5.84
South Dakota,,2021-02-17,5.92
South Dakota,,2021-02-18,6.17
South Dakota,,2021-02-19,7.81
South Dakota,,2021-02-20,8.25
South Dakota,,2021-02-21,8.56
South Dakota,,2021-02-22,8.73
South Dakota,,2021-02-23,8.8
South Dakota,,2021-02-24,9.02
South Dakota,,2021-02-25,9.34
South Dakota,,2021-02-26,9.85
South Dakota,,2021-02-27,10.23
South Dakota,,2021-02-28,10.66
South Dakota,,2021-03-01,10.82
South Dakota,,2021-03-02,10.84
South Dakota,,2021-03-03,11.03
South Dakota,,2021-03-04,11.38
South Dakota,,2021-03-05,11.92
South Dakota,,2021-03-06,12.26
Tennessee,,2021-01-12,0.26
Tennessee,,2021-01-13,0.35
Tennessee,,2021-01-15,0.55
Tennessee,,2021-01-19,0.72
Tennessee,,2021-01-20,0.76
Tennessee,,2021-01-21,0.9
Tennessee,,2021-01-22,1.12
Tennessee,,2021-01-23,1.28
Tennessee,,2021-01-24,1.42
Tennessee,,2021-01-25,1.46
Tennessee,,2021-01-26,1.49
Tennessee,,2021-01-27,1.64
Tennessee,,2021-01-28,1.8
Tennessee,,2021-01-29,2.1
Tennessee,,2021-01-30,2.28
Tennessee,,2021-01-31,2.48
Tennessee,,2021-02-01,2.61
Tennessee,,2021-02-02,2.63
Tennessee,,2021-02-03,2.82
Tennessee,,2021-02-04,2.99
Tennessee,,2021-02-05,3.16
Tennessee,,2021-02-06,3.34
Tennessee,,2021-02-07,3.58
Tennessee,,2021-02-08,3.65
Tennessee,,2021-02-09,3.67
Tennessee,,2021-02-10,3.8
Tennessee,,2021-02-11,3.92
Tennessee,,2021-02-12,4.1
Tennessee,,2021-02-13,4.22
Tennessee,,2021-02-14,4.45
Tennessee,,2021-02-16,4.59
Tennessee,,2021-02-17,4.61
Tennessee,,2021-02-18,4.67
Tennessee,,2021-02-19,4.96
Tennessee,,2021-02-20,5.05
Tennessee,,2021-02-21,5.2
Tennessee,,2021-02-22,5.3
Tennessee,,2021-02-23,5.38
Tennessee,,2021-02-24,5.66
Tennessee,,2021-02-25,5.9
Tennessee,,2021-02-26,6.18
Tennessee,,2021-02-27,6.47
Tennessee,,2021-02-28,6.81
Tennessee,,2021-03-01,6.96
Tennessee,,2021-03-02,7
Tennessee,,2021-03-03,7.25
Tennessee,,2021-03-04,7.46
Tennessee,,2021-03-05,7.79
Tennessee,,2021-03-06,8
Texas,,2021-01-12,0.35
Texas,,2021-01-13,0.4
Texas,,2021-01-15,0.54
Texas,,2021-01-19,0.62
Texas,,2021-01-20,0.65
Texas,,2021-01-21,0.71
Texas,,2021-01-22,0.8
Texas,,2021-01-23,0.87
Texas,,2021-01-24,0.89
Texas,,2021-01-25,0.93
Texas,,2021-01-26,1.04
Texas,,2021-01-27,1.12
Texas,,2021-01-28,1.29
Texas,,2021-01-29,1.43
Texas,,2021-01-30,1.56
Texas,,2021-01-31,1.65
Texas,,2021-02-01,1.73
Texas,,2021-02-02,1.73
Texas,,2021-02-03,1.95
Texas,,2021-02-04,2.14
Texas,,2021-02-05,2.31
Texas,,2021-02-06,2.53
Texas,,2021-02-07,2.69
Texas,,2021-02-08,2.78
Texas,,2021-02-09,2.91
Texas,,2021-02-10,3.08
Texas,,2021-02-11,3.31
Texas,,2021-02-12,3.57
Texas,,2021-02-13,3.81
Texas,,2021-02-14,4
Texas,,2021-02-16,4.19
Texas,,2021-02-17,4.31
Texas,,2021-02-18,4.34
Texas,,2021-02-19,4.59
Texas,,2021-02-20,4.72
Texas,,2021-02-21,4.83
Texas,,2021-02-22,4.92
Texas,,2021-02-23,5.12
Texas,,2021-02-24,5.36
Texas,,2021-02-25,5.75
Texas,,2021-02-26,6.05
Texas,,2021-02-27,6.23
Texas,,2021-02-28,6.5
Texas,,2021-03-01,6.5
Texas,,2021-03-02,7.12
Texas,,2021-03-03,7.52
Texas,,2021-03-04,7.8
Texas,,2021-03-05,8.02
Texas,,2021-03-06,8.31
United States,USA,2021-01-12,0.24
United States,USA,2021-01-13,0.31
United States,USA,2021-01-15,0.49
United States,USA,2021-01-19,0.61
United States,USA,2021-01-20,0.65
United States,USA,2021-01-21,0.72
United States,USA,2021-01-22,0.83
United States,USA,2021-01-23,0.91
United States,USA,2021-01-24,0.97
United States,USA,2021-01-25,1.01
United States,USA,2021-01-26,1.05
United States,USA,2021-01-27,1.14
United States,USA,2021-01-28,1.28
United States,USA,2021-01-29,1.44
United States,USA,2021-01-30,1.58
United States,USA,2021-01-31,1.7
United States,USA,2021-02-01,1.79
United States,USA,2021-02-02,1.83
United States,USA,2021-02-03,1.94
United States,USA,2021-02-04,2.09
United States,USA,2021-02-05,2.26
United States,USA,2021-02-06,2.51
United States,USA,2021-02-07,2.76
United States,USA,2021-02-08,2.87
United States,USA,2021-02-09,2.96
United States,USA,2021-02-10,3.15
United States,USA,2021-02-11,3.37
United States,USA,2021-02-12,3.64
United States,USA,2021-02-13,3.94
United States,USA,2021-02-14,4.24
United States,USA,2021-02-16,4.52
United States,USA,2021-02-17,4.66
United States,USA,2021-02-18,4.87
United States,USA,2021-02-19,5.13
United States,USA,2021-02-20,5.39
United States,USA,2021-02-21,5.68
United States,USA,2021-02-22,5.86
United States,USA,2021-02-23,5.99
United States,USA,2021-02-24,6.21
United States,USA,2021-02-25,6.49
United States,USA,2021-02-26,6.81
United States,USA,2021-02-27,7.14
United States,USA,2021-02-28,7.46
United States,USA,2021-03-01,7.67
United States,USA,2021-03-02,7.88
United States,USA,2021-03-03,8.12
United States,USA,2021-03-04,8.37
United States,USA,2021-03-05,8.65
United States,USA,2021-03-06,8.97
Utah,,2021-01-12,0.14
Utah,,2021-01-13,0.19
Utah,,2021-01-15,0.33
Utah,,2021-01-19,0.48
Utah,,2021-01-20,0.51
Utah,,2021-01-21,0.54
Utah,,2021-01-22,0.65
Utah,,2021-01-23,0.65
Utah,,2021-01-24,0.65
Utah,,2021-01-25,0.8
Utah,,2021-01-26,0.8
Utah,,2021-01-27,0.94
Utah,,2021-01-28,0.94
Utah,,2021-01-29,1.28
Utah,,2021-01-30,1.43
Utah,,2021-01-31,1.43
Utah,,2021-02-01,1.95
Utah,,2021-02-02,1.97
Utah,,2021-02-03,1.97
Utah,,2021-02-04,2.34
Utah,,2021-02-05,2.52
Utah,,2021-02-06,2.75
Utah,,2021-02-07,2.75
Utah,,2021-02-08,3.25
Utah,,2021-02-09,3.3
Utah,,2021-02-10,3.3
Utah,,2021-02-11,3.3
Utah,,2021-02-12,3.3
Utah,,2021-02-13,3.3
Utah,,2021-02-14,3.3
Utah,,2021-02-16,3.68
Utah,,2021-02-17,3.68
Utah,,2021-02-18,3.93
Utah,,2021-02-19,4.24
Utah,,2021-02-20,4.56
Utah,,2021-02-21,4.56
Utah,,2021-02-22,4.57
Utah,,2021-02-23,4.57
Utah,,2021-02-24,4.83
Utah,,2021-02-25,5.26
Utah,,2021-02-26,5.26
Utah,,2021-02-27,5.52
Utah,,2021-02-28,5.54
Utah,,2021-03-01,5.54
Utah,,2021-03-02,5.95
Utah,,2021-03-03,6.13
Utah,,2021-03-04,6.14
Utah,,2021-03-05,6.43
Utah,,2021-03-06,6.6
Vermont,,2021-01-15,0.66
Vermont,,2021-01-19,0.98
Vermont,,2021-01-20,0.99
Vermont,,2021-01-21,1.05
Vermont,,2021-01-22,1.27
Vermont,,2021-01-23,1.42
Vermont,,2021-01-24,1.58
Vermont,,2021-01-25,1.63
Vermont,,2021-01-26,1.66
Vermont,,2021-01-27,1.73
Vermont,,2021-01-28,1.99
Vermont,,2021-01-29,2.27
Vermont,,2021-01-30,2.44
Vermont,,2021-01-31,2.64
Vermont,,2021-02-01,2.94
Vermont,,2021-02-02,3.03
Vermont,,2021-02-03,3.08
Vermont,,2021-02-04,3.34
Vermont,,2021-02-05,3.6
Vermont,,2021-02-06,3.88
Vermont,,2021-02-07,4.19
Vermont,,2021-02-08,4.35
Vermont,,2021-02-09,4.49
Vermont,,2021-02-10,4.51
Vermont,,2021-02-11,4.76
Vermont,,2021-02-12,5
Vermont,,2021-02-13,5.16
Vermont,,2021-02-14,5.37
Vermont,,2021-02-16,5.89
Vermont,,2021-02-17,5.92
Vermont,,2021-02-18,6.15
Vermont,,2021-02-19,6.54
Vermont,,2021-02-20,6.9
Vermont,,2021-02-21,7.21
Vermont,,2021-02-22,7.49
Vermont,,2021-02-23,7.64
Vermont,,2021-02-24,7.65
Vermont,,2021-02-25,7.87
Vermont,,2021-02-26,8.06
Vermont,,2021-02-27,8.45
Vermont,,2021-02-28,8.85
Vermont,,2021-03-01,9.3
Vermont,,2021-03-02,9.54
Vermont,,2021-03-03,9.63
Vermont,,2021-03-04,9.78
Vermont,,2021-03-05,9.92
Vermont,,2021-03-06,10.13
Virgin Islands,,2021-01-15,0.15
Virgin Islands,,2021-01-19,0.16
Virgin Islands,,2021-01-20,0.23
Virgin Islands,,2021-01-21,0.28
Virgin Islands,,2021-01-22,0.35
Virgin Islands,,2021-01-23,0.39
Virgin Islands,,2021-01-24,0.39
Virgin Islands,,2021-01-25,0.4
Virgin Islands,,2021-01-26,0.47
Virgin Islands,,2021-01-27,0.61
Virgin Islands,,2021-01-28,0.69
Virgin Islands,,2021-01-29,0.85
Virgin Islands,,2021-01-30,1.02
Virgin Islands,,2021-01-31,1.04
Virgin Islands,,2021-02-01,1.04
Virgin Islands,,2021-02-02,1.21
Virgin Islands,,2021-02-03,1.42
Virgin Islands,,2021-02-04,1.89
Virgin Islands,,2021-02-05,2.11
Virgin Islands,,2021-02-06,2.39
Virgin Islands,,2021-02-07,2.39
Virgin Islands,,2021-02-08,2.4
Virgin Islands,,2021-02-09,2.63
Virgin Islands,,2021-02-10,2.82
Virgin Islands,,2021-02-11,2.99
Virgin Islands,,2021-02-12,3.14
Virgin Islands,,2021-02-13,3.38
Virgin Islands,,2021-02-14,3.4
Virgin Islands,,2021-02-16,3.45
Virgin Islands,,2021-02-17,3.69
Virgin Islands,,2021-02-18,3.99
Virgin Islands,,2021-02-19,4.25
Virgin Islands,,2021-02-20,4.57
Virgin Islands,,2021-02-21,4.66
Virgin Islands,,2021-02-22,4.72
Virgin Islands,,2021-02-23,4.99
Virgin Islands,,2021-02-24,5.26
Virgin Islands,,2021-02-25,5.41
Virgin Islands,,2021-02-26,5.8
Virgin Islands,,2021-02-27,6.09
Virgin Islands,,2021-02-28,6.15
Virgin Islands,,2021-03-01,6.24
Virgin Islands,,2021-03-02,6.35
Virgin Islands,,2021-03-03,6.54
Virgin Islands,,2021-03-04,6.87
Virgin Islands,,2021-03-05,7.12
Virgin Islands,,2021-03-06,7.28
Virginia,,2021-01-15,0.33
Virginia,,2021-01-19,0.41
Virginia,,2021-01-20,0.44
Virginia,,2021-01-21,0.47
Virginia,,2021-01-22,0.54
Virginia,,2021-01-23,0.57
Virginia,,2021-01-24,0.6
Virginia,,2021-01-25,0.7
Virginia,,2021-01-26,0.85
Virginia,,2021-01-27,0.93
Virginia,,2021-01-28,1.05
Virginia,,2021-01-29,1.17
Virginia,,2021-01-30,1.3
Virginia,,2021-01-31,1.39
Virginia,,2021-02-01,1.48
Virginia,,2021-02-02,1.55
Virginia,,2021-02-03,1.62
Virginia,,2021-02-04,1.72
Virginia,,2021-02-05,1.87
Virginia,,2021-02-06,2.12
Virginia,,2021-02-07,2.32
Virginia,,2021-02-08,2.45
Virginia,,2021-02-09,2.58
Virginia,,2021-02-10,2.71
Virginia,,2021-02-11,2.9
Virginia,,2021-02-12,3.2
Virginia,,2021-02-13,3.59
Virginia,,2021-02-14,3.75
Virginia,,2021-02-16,4.15
Virginia,,2021-02-17,4.32
Virginia,,2021-02-18,4.64
Virginia,,2021-02-19,5.39
Virginia,,2021-02-20,5.59
Virginia,,2021-02-21,5.87
Virginia,,2021-02-22,6.1
Virginia,,2021-02-23,6.29
Virginia,,2021-02-24,6.54
Virginia,,2021-02-25,6.87
Virginia,,2021-02-26,7.41
Virginia,,2021-02-27,7.78
Virginia,,2021-02-28,8.4
Virginia,,2021-03-01,8.64
Virginia,,2021-03-02,8.77
Virginia,,2021-03-03,9.01
Virginia,,2021-03-04,9.31
Virginia,,2021-03-05,9.59
Virginia,,2021-03-06,9.84
Washington,,2021-01-12,0.23
Washington,,2021-01-13,0.3
Washington,,2021-01-15,0.42
Washington,,2021-01-19,0.59
Washington,,2021-01-20,0.65
Washington,,2021-01-21,0.73
Washington,,2021-01-22,0.82
Washington,,2021-01-23,0.88
Washington,,2021-01-24,0.9
Washington,,2021-01-25,0.97
Washington,,2021-01-26,1
Washington,,2021-01-27,1.07
Washington,,2021-01-28,1.2
Washington,,2021-01-29,1.31
Washington,,2021-01-30,1.42
Washington,,2021-01-31,1.54
Washington,,2021-02-01,1.66
Washington,,2021-02-02,1.72
Washington,,2021-02-03,1.81
Washington,,2021-02-04,1.94
Washington,,2021-02-05,2.07
Washington,,2021-02-06,2.24
Washington,,2021-02-07,2.41
Washington,,2021-02-08,2.54
Washington,,2021-02-09,2.6
Washington,,2021-02-10,2.83
Washington,,2021-02-11,3.02
Washington,,2021-02-12,3.25
Washington,,2021-02-13,3.46
Washington,,2021-02-14,3.7
Washington,,2021-02-16,3.9
Washington,,2021-02-17,4.11
Washington,,2021-02-18,4.3
Washington,,2021-02-19,4.79
Washington,,2021-02-20,5.12
Washington,,2021-02-21,5.4
Washington,,2021-02-22,5.71
Washington,,2021-02-23,5.82
Washington,,2021-02-24,5.98
Washington,,2021-02-25,6.37
Washington,,2021-02-26,6.74
Washington,,2021-02-27,7.18
Washington,,2021-02-28,7.62
Washington,,2021-03-01,8.13
Washington,,2021-03-02,8.4
Washington,,2021-03-03,8.7
Washington,,2021-03-04,8.98
Washington,,2021-03-05,9.31
Washington,,2021-03-06,9.64
West Virginia,,2021-01-15,1.18
West Virginia,,2021-01-19,1.32
West Virginia,,2021-01-20,1.43
West Virginia,,2021-01-21,1.76
West Virginia,,2021-01-22,1.98
West Virginia,,2021-01-23,2.12
West Virginia,,2021-01-24,2.18
West Virginia,,2021-01-25,2.2
West Virginia,,2021-01-26,2.39
West Virginia,,2021-01-27,2.53
West Virginia,,2021-01-28,2.84
West Virginia,,2021-01-29,3.24
West Virginia,,2021-01-30,3.64
West Virginia,,2021-01-31,3.75
West Virginia,,2021-02-01,3.76
West Virginia,,2021-02-02,3.9
West Virginia,,2021-02-03,4.04
West Virginia,,2021-02-04,4.38
West Virginia,,2021-02-05,4.89
West Virginia,,2021-02-06,5.59
West Virginia,,2021-02-07,5.8
West Virginia,,2021-02-08,5.84
West Virginia,,2021-02-09,6.01
West Virginia,,2021-02-10,6.16
West Virginia,,2021-02-11,6.39
West Virginia,,2021-02-12,6.74
West Virginia,,2021-02-13,7.47
West Virginia,,2021-02-14,7.75
West Virginia,,2021-02-16,7.97
West Virginia,,2021-02-17,8.06
West Virginia,,2021-02-18,8.3
West Virginia,,2021-02-19,9
West Virginia,,2021-02-20,9.47
West Virginia,,2021-02-21,9.66
West Virginia,,2021-02-22,9.72
West Virginia,,2021-02-23,9.86
West Virginia,,2021-02-24,9.99
West Virginia,,2021-02-25,10.34
West Virginia,,2021-02-26,10.8
West Virginia,,2021-02-27,11.48
West Virginia,,2021-02-28,11.7
West Virginia,,2021-03-01,11.75
West Virginia,,2021-03-02,11.81
West Virginia,,2021-03-03,11.94
West Virginia,,2021-03-04,12.15
West Virginia,,2021-03-05,12.51
West Virginia,,2021-03-06,12.88
Wisconsin,,2021-01-12,0.19
Wisconsin,,2021-01-13,0.19
Wisconsin,,2021-01-15,0.29
Wisconsin,,2021-01-19,0.41
Wisconsin,,2021-01-20,0.47
Wisconsin,,2021-01-21,0.55
